Jun 2013,50,"Excellent hotel, clean, modern en superb service","We stayed in this hotel for 3 nights. We booked the superior room which was excellent. After 1 night of malfunctioning of the tv, we were moved to a suite. Great service!!!! I have nothing negative to say, great location also."
Jun 2013,50,New boutique hotel is a winner,"We stayed in this hotel when it was just 20 days old, expecting all sorts of teething problems but there were none.  It is in a fantastic location in the centre of Lisbon, where everything is within walking distance.  We did not realise that you could not drive up to the hotel, you can only do this if you arrive early in the morning.  After that, the restaurant tables and chairs all come out and the street is pedestrianised for the rest of the day.  We phoned the hotel and Pedro, the very friendly concierge, ran out to meet us and accompanied us to the parking garage close by.  Mariana, the receptionist, gave us a warm welcome and we were shown to a room with twin beds.  We requested a double and it was changed within minutes.  The mattress and pillows were very comfortable.  Gowns and slippers are provided in all rooms, as well as Nespresso coffee and a complimentary mini-bar.  Wi-Fi is also free and easy to connect to.  The room was very spacious with a desk for working, with European, English and US plugs.   On our pillows were 2 little chocolates and a welcome note, a lovely touch.  I have stayed in many 4 and 5 star hotels in the past year or two and have been surprised and disappointed to see that the 5 star hotels no longer carry on this tradition and it is the 4-star hotels, like Santa Justa, who seem to be going the extra mile for guests.  We were very impressed to see that when we returned from dinner, there was a small bottle of port with 2 glasses and pasteis da natas waiting for us.  Breakfast was excellent and caters well for anyone wanting a health, continental or a full English breakfast.  The owners of this hotel and their staff have gone out of their way to create a good impression and attract guests and they have got it right.  We had another favourite 4-star boutique hotel in Lisbon but will definitely return to this one."
Jun 2013,40,"Great place, good service, central location","This hotel has a great location on one of the pedestrian streets right by the Rossi metro, the aerobus stop and the tram out to Belem.  The staff were friendly and the welcome pasteis de nata and port were delicious!The rooms were nice and as others have said, brand new and shiny.  Our only complaint was that all the double beds in the standard rooms are two beds stuck together rather than a single mattress.  We had asked about this specifically before arrival so were dismayed to find this the case (plus the beds in our room were different heights!).  After asking about it 4 times, finally we were allowed to talk to the manager and after much investigation of different rooms she offered us a suite with a single queen size mattress.In the end a very comfortable stay.  The breakfast is great (including nespresso coffee and more pasteis).  We would definitely recommend this hotel to others."
Jun 2013,50,"Class, service and quality","This hotel is centrally located and easy access to restaurants, shops, attractions, metro , buses etc.Excellent breakfast, fresh and tasty.Staff were exceptional and always helpful. They showed first class service and went out of their way to assist.Absolutely made our stay worth it.Front office staff, Sandrina and Pedro were exceptional and made you feel welcome. A first great impression.Jose in the kitchen assisted us with all meal requirements for breakfast and was very attentive."
Jun 2013,40,Great place to stay!,"The hotel is brand new and just opened their doors. Located in the pedestrian area near Rossi metro station, so easily reachable with the metro from the airport. Nicely decorated, clean and perfect location; the Elevator to Bairro Alto is just around the corner."
Jun 2013,50,"Excellent hotel, clean, modern en superb service","We stayed in this hotel for 3 nights. We booked the superior room which was excellent. After 1 night of malfunctioning of the tv, we were moved to a suite. Great service!!!! I have nothing negative to say, great location also."
Jun 2013,50,New boutique hotel is a winner,"We stayed in this hotel when it was just 20 days old, expecting all sorts of teething problems but there were none.  It is in a fantastic location in the centre of Lisbon, where everything is within walking distance.  We did not realise that you could not drive up to the hotel, you can only do this if you arrive early in the morning.  After that, the restaurant tables and chairs all come out and the street is pedestrianised for the rest of the day.  We phoned the hotel and Pedro, the very friendly concierge, ran out to meet us and accompanied us to the parking garage close by.  Mariana, the receptionist, gave us a warm welcome and we were shown to a room with twin beds.  We requested a double and it was changed within minutes.  The mattress and pillows were very comfortable.  Gowns and slippers are provided in all rooms, as well as Nespresso coffee and a complimentary mini-bar.  Wi-Fi is also free and easy to connect to.  The room was very spacious with a desk for working, with European, English and US plugs.   On our pillows were 2 little chocolates and a welcome note, a lovely touch.  I have stayed in many 4 and 5 star hotels in the past year or two and have been surprised and disappointed to see that the 5 star hotels no longer carry on this tradition and it is the 4-star hotels, like Santa Justa, who seem to be going the extra mile for guests.  We were very impressed to see that when we returned from dinner, there was a small bottle of port with 2 glasses and pasteis da natas waiting for us.  Breakfast was excellent and caters well for anyone wanting a health, continental or a full English breakfast.  The owners of this hotel and their staff have gone out of their way to create a good impression and attract guests and they have got it right.  We had another favourite 4-star boutique hotel in Lisbon but will definitely return to this one."
Jun 2013,40,"Great place, good service, central location","This hotel has a great location on one of the pedestrian streets right by the Rossi metro, the aerobus stop and the tram out to Belem.  The staff were friendly and the welcome pasteis de nata and port were delicious!The rooms were nice and as others have said, brand new and shiny.  Our only complaint was that all the double beds in the standard rooms are two beds stuck together rather than a single mattress.  We had asked about this specifically before arrival so were dismayed to find this the case (plus the beds in our room were different heights!).  After asking about it 4 times, finally we were allowed to talk to the manager and after much investigation of different rooms she offered us a suite with a single queen size mattress.In the end a very comfortable stay.  The breakfast is great (including nespresso coffee and more pasteis).  We would definitely recommend this hotel to others."
Jun 2013,50,"Class, service and quality","This hotel is centrally located and easy access to restaurants, shops, attractions, metro , buses etc.Excellent breakfast, fresh and tasty.Staff were exceptional and always helpful. They showed first class service and went out of their way to assist.Absolutely made our stay worth it.Front office staff, Sandrina and Pedro were exceptional and made you feel welcome. A first great impression.Jose in the kitchen assisted us with all meal requirements for breakfast and was very attentive."
Jun 2013,40,Great place to stay!,"The hotel is brand new and just opened their doors. Located in the pedestrian area near Rossi metro station, so easily reachable with the metro from the airport. Nicely decorated, clean and perfect location; the Elevator to Bairro Alto is just around the corner."
